测点编号|监测时间|应变值(με)|温度(℃)
S-SA-AL1|2017-05-17 17:09:20|-274|31
S-SA-AL1|2017-05-17 17:09:32|-301|32
S-SA-AL1|2017-05-17 17:09:44|-324|31
S-SA-AL1|2017-05-17 17:09:56|-343|31
S-SA-AL1|2017-05-17 17:10:08|-367|30
S-SA-AL1|2017-05-17 17:10:20|-394|33
S-SA-AL1|2017-05-17 17:10:32|-402|34
S-SA-AL1|2017-05-17 17:10:44|-413|31
S-SA-AL1|2017-05-17 17:10:56|-343|33
S-SA-AL1|2017-05-17 17:11:08|-367|32
S-SA-AL1|2017-05-17 17:11:20|-293|33
S-SA-AL1|2017-05-17 17:11:31|-317|32
S-SA-AL1|2017-05-17 17:11:43|-350|31
S-SA-AL1|2017-05-17 17:11:55|-373|31
S-SA-AL1|2017-05-17 17:12:07|-299|34
S-SA-AL1|2017-05-17 17:12:19|-414|33
S-SA-AL1|2017-05-17 17:12:31|-438|32
S-SA-AL1|2017-05-17 17:12:43|-275|30
S-SA-AL1|2017-05-17 17:12:55|-293|33
S-SA-AL1|2017-05-17 17:13:06|-414|32
S-SA-AL1|2017-05-17 17:13:18|-344|30
S-SA-AL1|2017-05-17 17:13:30|-368|34
S-SA-AL1|2017-05-17 17:13:42|-390|31
S-SA-AL1|2017-05-17 17:13:54|-409|31
S-SA-AL1|2017-05-17 17:14:06|-422|32
S-SA-AL1|2017-05-17 17:14:18|-353|30
S-SA-AL1|2017-05-17 17:14:30|-278|33
S-SA-AL1|2017-05-17 17:14:42|-296|31
S-SA-AL1|2017-05-17 17:14:54|-318|31
S-SA-AL1|2017-05-17 17:15:06|-439|31
S-SA-AL1|2017-05-17 17:15:18|-349|30
S-SA-AL1|2017-05-17 17:15:30|-367|33
S-SA-AL1|2017-05-17 17:15:41|-297|30
S-SA-AL1|2017-05-17 17:15:53|-322|32
S-SA-AL1|2017-05-17 17:16:05|-434|33
S-SA-AL1|2017-05-17 17:16:17|-267|30
S-SA-AL1|2017-05-17 17:16:29|-277|30
S-SA-AL1|2017-05-17 17:16:41|-299|32
S-SA-AL1|2017-05-17 17:16:53|-321|34
S-SA-AL1|2017-05-17 17:17:05|163|30
S-SA-AL1|2017-05-17 17:17:17|268|31
S-SA-AL1|2017-05-17 17:17:29|-169|32
S-SA-AL1|2017-05-17 17:17:41|394|34
S-SA-AL1|2017-05-17 17:17:53|140|31
S-SA-AL1|2017-05-17 17:18:05|-440|31
S-SA-AL1|2017-05-17 17:18:17|-369|31
S-SA-AL1|2017-05-17 17:18:29|-299|33
S-SA-AL1|2017-05-17 17:18:41|-312|30
S-SA-AL1|2017-05-17 17:18:53|-331|30
S-SA-AL1|2017-05-17 17:19:05|-354|32
S-SA-AL1|2017-05-17 17:19:16|-279|33
S-SA-AL1|2017-05-17 17:19:28|-297|31
S-SA-AL1|2017-05-17 17:19:40|-411|32
S-SA-AL1|2017-05-17 17:19:52|-434|34
S-SA-AL1|2017-05-17 17:20:04|-272|32
S-SA-AL1|2017-05-17 17:20:16|-290|30
S-SA-AL1|2017-05-17 17:20:28|-404|31
S-SA-AL1|2017-05-17 17:20:40|-329|32
S-SA-AL1|2017-05-17 17:20:52|-351|32
S-SA-AL1|2017-05-17 17:21:04|-372|31
S-SA-AL1|2017-05-17 17:21:16|-298|30
S-SA-AL1|2017-05-17 17:21:28|-412|31
S-SA-AL1|2017-05-17 17:21:40|-434|31
S-SA-AL1|2017-05-17 17:21:51|-447|32
S-SA-AL1|2017-05-17 17:22:03|-282|31
S-SA-AL1|2017-05-17 17:22:15|-393|33
S-SA-AL1|2017-05-17 17:22:27|-323|30
S-SA-AL1|2017-05-17 17:22:39|-344|30
S-SA-AL1|2017-05-17 17:22:51|-361|30
S-SA-AL1|2017-05-17 17:23:03|-284|32
S-SA-AL1|2017-05-17 17:23:15|-395|34
S-SA-AL1|2017-05-17 17:23:27|-415|32
S-SA-AL1|2017-05-17 17:23:39|-432|32
S-SA-AL1|2017-05-17 17:23:51|-450|30
S-SA-AL1|2017-05-17 17:24:03|-282|34
S-SA-AL1|2017-05-17 17:24:15|-397|31
S-SA-AL1|2017-05-17 17:24:27|-414|31
S-SA-AL1|2017-05-17 17:24:39|-343|31
S-SA-AL1|2017-05-17 17:24:51|-361|34
S-SA-AL1|2017-05-17 17:25:03|-290|34
S-SA-AL1|2017-05-17 17:25:15|-307|30
S-SA-AL1|2017-05-17 17:25:27|-422|31
S-SA-AL1|2017-05-17 17:25:38|-350|34
S-SA-AL1|2017-05-17 17:25:50|-277|30
S-SA-AL1|2017-05-17 17:26:02|-293|33
S-SA-AL1|2017-05-17 17:26:14|-314|33
S-SA-AL1|2017-05-17 17:26:26|-425|30
S-SA-AL1|2017-05-17 17:26:38|-446|34
S-SA-AL1|2017-05-17 17:26:50|-273|30
S-SA-AL1|2017-05-17 17:27:02|-296|32
S-SA-AL1|2017-05-17 17:27:14|-414|30
S-SA-AL1|2017-05-17 17:27:26|-332|32
S-SA-AL1|2017-05-17 17:27:38|-349|33
S-SA-AL1|2017-05-17 17:27:50|-366|33
S-SA-AL1|2017-05-17 17:28:02|-290|32
S-SA-AL1|2017-05-17 17:28:14|-314|32
S-SA-AL1|2017-05-17 17:28:26|-335|31
S-SA-AL1|2017-05-17 17:28:38|-356|31
S-SA-AL1|2017-05-17 17:28:50|-374|31
S-SA-AL1|2017-05-17 17:29:02|-395|31
S-SA-AL1|2017-05-17 17:29:14|-315|33
S-SA-AL1|2017-05-17 17:29:26|-332|31
S-SA-AL1|2017-05-17 17:29:38|-352|33
S-SA-AL1|2017-05-17 17:29:50|-276|32
S-SA-AL1|2017-05-17 17:30:02|-390|31
S-SA-AL1|2017-05-17 17:30:14|-402|33
S-SA-AL1|2017-05-17 17:30:26|-326|32
S-SA-AL1|2017-05-17 17:30:38|-348|31
S-SA-AL1|2017-05-17 17:30:50|-272|30
S-SA-AL1|2017-05-17 17:31:01|-385|34
S-SA-AL1|2017-05-17 17:31:13|-306|31
S-SA-AL1|2017-05-17 17:31:25|-325|31
S-SA-AL1|2017-05-17 17:31:37|-348|33
S-SA-AL1|2017-05-17 17:31:49|-365|34
S-SA-AL1|2017-05-17 17:32:01|-284|34
S-SA-AL1|2017-05-17 17:32:13|-300|32
S-SA-AL1|2017-05-17 17:32:25|-420|32
S-SA-AL1|2017-05-17 17:32:37|-339|32
S-SA-AL1|2017-05-17 17:32:49|-355|30
S-SA-AL1|2017-05-17 17:33:01|-375|30
S-SA-AL1|2017-05-17 17:33:14|-277|31
S-SA-AL1|2017-05-17 17:33:26|-385|34
S-SA-AL1|2017-05-17 17:33:38|-380|30
S-SA-AL1|2017-05-17 17:33:51|-298|30
S-SA-AL1|2017-05-17 17:34:03|-396|30
S-SA-AL1|2017-05-17 17:34:15|-309|31
S-SA-AL1|2017-05-17 17:34:27|-324|32
S-SA-AL1|2017-05-17 17:34:39|-436|32
S-SA-AL1|2017-05-17 17:34:51|-448|31
S-SA-AL1|2017-05-17 17:35:03|-273|32
S-SA-AL1|2017-05-17 17:35:15|-281|32
S-SA-AL1|2017-05-17 17:35:27|-297|33
S-SA-AL1|2017-05-17 17:35:39|-408|32
S-SA-AL1|2017-05-17 17:35:51|-419|34
S-SA-AL1|2017-05-17 17:36:04|-429|34
S-SA-AL1|2017-05-17 17:36:16|-351|33
S-SA-AL1|2017-05-17 17:36:28|-263|32
S-SA-AL1|2017-05-17 17:36:40|-277|34
S-SA-AL1|2017-05-17 17:36:52|-380|30
S-SA-AL1|2017-05-17 17:37:04|-400|30
S-SA-AL1|2017-05-17 17:37:16|-411|34
S-SA-AL1|2017-05-17 17:37:28|-427|30
S-SA-AL1|2017-05-17 17:37:40|-349|32
S-SA-AL1|2017-05-17 17:37:52|-360|34
S-SA-AL1|2017-05-17 17:38:04|-282|33
S-SA-AL1|2017-05-17 17:38:16|-297|34
S-SA-AL1|2017-05-17 17:38:29|-313|30
S-SA-AL1|2017-05-17 17:38:41|-323|32
S-SA-AL1|2017-05-17 17:38:53|-436|34
S-SA-AL1|2017-05-17 17:39:05|-354|34
S-SA-AL1|2017-05-17 17:39:17|-272|32
S-SA-AL1|2017-05-17 17:39:29|-381|34
S-SA-AL1|2017-05-17 17:39:41|-303|34
S-SA-AL1|2017-05-17 17:39:53|-306|30
S-SA-AL1|2017-05-17 17:40:05|-326|30
S-SA-AL1|2017-05-17 17:40:17|-427|31
S-SA-AL1|2017-05-17 17:40:29|-346|34
S-SA-AL1|2017-05-17 17:40:41|-355|31
S-SA-AL1|2017-05-17 17:40:54|-277|31
S-SA-AL1|2017-05-17 17:41:06|-383|34
S-SA-AL1|2017-05-17 17:41:18|-395|33
S-SA-AL1|2017-05-17 17:41:30|-317|32
S-SA-AL1|2017-05-17 17:41:42|-332|33
S-SA-AL1|2017-05-17 17:41:54|-435|30
S-SA-AL1|2017-05-17 17:42:06|-357|34
S-SA-AL1|2017-05-17 17:42:18|-280|31
S-SA-AL1|2017-05-17 17:42:30|-291|33
S-SA-AL1|2017-05-17 17:42:42|-399|33
S-SA-AL1|2017-05-17 17:42:54|-413|32
S-SA-AL1|2017-05-17 17:43:06|-331|34
S-SA-AL1|2017-05-17 17:43:19|-438|32
S-SA-AL1|2017-05-17 17:43:31|-357|32
S-SA-AL1|2017-05-17 17:43:43|-274|30
S-SA-AL1|2017-05-17 17:43:55|-382|31
S-SA-AL1|2017-05-17 17:44:07|-298|34
S-SA-AL1|2017-05-17 17:44:19|-405|32
S-SA-AL1|2017-05-17 17:44:31|-419|30
S-SA-AL1|2017-05-17 17:44:43|-339|30
S-SA-AL1|2017-05-17 17:44:55|-352|32
S-SA-AL1|2017-05-17 17:45:07|-362|31
S-SA-AL1|2017-05-17 17:45:20|-365|32
S-SA-AL1|2017-05-17 17:45:32|-381|33
S-SA-AL1|2017-05-17 17:45:44|-390|31
S-SA-AL1|2017-05-17 17:45:56|-389|33
S-SA-AL1|2017-05-17 17:46:09|-306|31
S-SA-AL1|2017-05-17 17:46:21|-413|34
S-SA-AL1|2017-05-17 17:46:33|-424|31
S-SA-AL1|2017-05-17 17:46:45|-438|34
S-SA-AL1|2017-05-17 17:46:57|-448|34
S-SA-AL1|2017-05-17 17:47:09|-272|33
S-SA-AL1|2017-05-17 17:47:21|-286|32
S-SA-AL1|2017-05-17 17:47:33|-394|32
S-SA-AL1|2017-05-17 17:47:45|-310|30
S-SA-AL1|2017-05-17 17:47:57|-418|30
S-SA-AL1|2017-05-17 17:48:10|-420|32
S-SA-AL1|2017-05-17 17:48:22|-431|34
S-SA-AL1|2017-05-17 17:48:34|-347|32
S-SA-AL1|2017-05-17 17:48:46|-357|31
S-SA-AL1|2017-05-17 17:48:58|-370|33
S-SA-AL1|2017-05-17 17:49:10|-287|31
S-SA-AL1|2017-05-17 17:49:23|-376|30
S-SA-AL1|2017-05-17 17:49:35|-297|33
S-SA-AL1|2017-05-17 17:49:47|-305|33
S-SA-AL1|2017-05-17 17:49:59|-315|32
S-SA-AL1|2017-05-17 17:50:11|-325|32
S-SA-AL1|2017-05-17 17:50:24|-426|34
S-SA-AL1|2017-05-17 17:50:36|-445|31
S-SA-AL1|2017-05-17 17:50:48|-357|30
S-SA-AL1|2017-05-17 17:51:00|-365|31
S-SA-AL1|2017-05-17 17:51:12|-277|30
S-SA-AL1|2017-05-17 17:51:24|-290|31
S-SA-AL1|2017-05-17 17:51:37|-392|33
S-SA-AL1|2017-05-17 17:51:49|-307|34
S-SA-AL1|2017-05-17 17:52:01|-316|31
S-SA-AL1|2017-05-17 17:52:13|-325|33
S-SA-AL1|2017-05-17 17:52:25|-333|33
S-SA-AL1|2017-05-17 17:52:38|-342|31
S-SA-AL1|2017-05-17 17:52:50|-351|33
S-SA-AL1|2017-05-17 17:53:02|-267|34
S-SA-AL1|2017-05-17 17:53:14|-272|32
S-SA-AL1|2017-05-17 17:53:26|-284|31
S-SA-AL1|2017-05-17 17:53:38|-293|34
S-SA-AL1|2017-05-17 17:53:51|-394|31
S-SA-AL1|2017-05-17 17:54:03|-397|34
S-SA-AL1|2017-05-17 17:54:15|-313|30
S-SA-AL1|2017-05-17 17:54:27|-415|34
S-SA-AL1|2017-05-17 17:54:39|-427|33
S-SA-AL1|2017-05-17 17:54:52|-432|32
S-SA-AL1|2017-05-17 17:55:04|-440|32
S-SA-AL1|2017-05-17 17:55:16|-356|33
S-SA-AL1|2017-05-17 17:55:29|-345|32
S-SA-AL1|2017-05-17 17:55:41|-353|32
S-SA-AL1|2017-05-17 17:55:53|-362|34
S-SA-AL1|2017-05-17 17:56:05|-277|30
S-SA-AL1|2017-05-17 17:56:17|-379|32
S-SA-AL1|2017-05-17 17:56:30|-295|30
S-SA-AL1|2017-05-17 17:56:42|-397|32
S-SA-AL1|2017-05-17 17:56:54|-324|32
S-SA-AL1|2017-05-17 17:57:06|-433|32
S-SA-AL1|2017-05-17 17:57:18|-449|31
S-SA-AL1|2017-05-17 17:57:30|-373|34
S-SA-AL1|2017-05-17 17:57:42|-264|31
S-SA-AL1|2017-05-17 17:57:54|-284|31
S-SA-AL1|2017-05-17 17:58:06|-293|31
S-SA-AL1|2017-05-17 17:58:19|-402|33
S-SA-AL1|2017-05-17 17:58:31|-407|31
S-SA-AL1|2017-05-17 17:58:43|-327|31
S-SA-AL1|2017-05-17 17:58:55|-446|32
S-SA-AL1|2017-05-17 17:59:07|-367|31
S-SA-AL1|2017-05-17 17:59:18|-394|32
S-SA-AL1|2017-05-17 17:59:30|-412|30
S-SA-AL1|2017-05-17 17:59:42|-336|34
S-SA-AL1|2017-05-17 17:59:54|-351|30
S-SA-AL1|2017-05-17 18:00:07|-281|32
S-SA-AL1|2017-05-17 18:00:20|-320|33
S-SA-AL1|2017-05-17 18:00:32|-434|32
S-SA-AL1|2017-05-17 18:00:44|-271|33
S-SA-AL1|2017-05-17 18:00:56|-382|32
S-SA-AL1|2017-05-17 18:01:08|-303|34
S-SA-AL1|2017-05-17 18:01:20|-414|31
S-SA-AL1|2017-05-17 18:01:32|-435|31
S-SA-AL1|2017-05-17 18:01:44|-359|30
S-SA-AL1|2017-05-17 18:01:55|-283|34
S-SA-AL1|2017-05-17 18:02:07|-397|30
S-SA-AL1|2017-05-17 18:02:19|-322|31
S-SA-AL1|2017-05-17 18:02:31|-351|32
S-SA-AL1|2017-05-17 18:02:43|-283|34
S-SA-AL1|2017-05-17 18:02:55|-407|30
S-SA-AL1|2017-05-17 18:03:06|-436|33
S-SA-AL1|2017-05-17 18:03:18|-373|31
S-SA-AL1|2017-05-17 18:03:30|-304|31
S-SA-AL1|2017-05-17 18:03:42|-334|34
S-SA-AL1|2017-05-17 18:03:53|-359|32
S-SA-AL1|2017-05-17 18:04:05|-296|34
S-SA-AL1|2017-05-17 18:04:17|-321|32
S-SA-AL1|2017-05-17 18:04:29|-350|30
S-SA-AL1|2017-05-17 18:04:40|-376|34
S-SA-AL1|2017-05-17 18:04:52|-406|34
S-SA-AL1|2017-05-17 18:05:04|-440|30
S-SA-AL1|2017-05-17 18:05:15|-276|31
S-SA-AL1|2017-05-17 18:05:27|-403|32
S-SA-AL1|2017-05-17 18:05:39|-432|30
S-SA-AL1|2017-05-17 18:05:51|-357|31
S-SA-AL1|2017-05-17 18:06:03|-382|30
S-SA-AL1|2017-05-17 18:06:14|-413|30
S-SA-AL1|2017-05-17 18:06:26|-447|32
S-SA-AL1|2017-05-17 18:06:38|-375|32
S-SA-AL1|2017-05-17 18:06:50|-404|32
S-SA-AL1|2017-05-17 18:07:02|-426|34
S-SA-AL1|2017-05-17 18:07:13|-266|32
S-SA-AL1|2017-05-17 18:07:25|-389|31
S-SA-AL1|2017-05-17 18:07:37|-326|30
S-SA-AL1|2017-05-17 18:07:48|-263|33
S-SA-AL1|2017-05-17 18:08:00|-382|33
S-SA-AL1|2017-05-17 18:08:12|-405|33
S-SA-AL1|2017-05-17 18:08:24|-439|34
S-SA-AL1|2017-05-17 18:08:36|-367|32
S-SA-AL1|2017-05-17 18:08:47|-400|32
S-SA-AL1|2017-05-17 18:08:59|-333|31
S-SA-AL1|2017-05-17 18:09:11|-449|32
S-SA-AL1|2017-05-17 18:09:23|-378|32
S-SA-AL1|2017-05-17 18:09:35|-305|33
S-SA-AL1|2017-05-17 18:09:47|-421|31
S-SA-AL1|2017-05-17 18:09:58|-450|34
S-SA-AL1|2017-05-17 18:10:10|-289|34
S-SA-AL1|2017-05-17 18:10:22|-411|32
S-SA-AL1|2017-05-17 18:10:34|-340|32
S-SA-AL1|2017-05-17 18:10:46|-268|32
S-SA-AL1|2017-05-17 18:10:57|-298|30
S-SA-AL1|2017-05-17 18:11:09|-424|31
S-SA-AL1|2017-05-17 18:11:21|-356|33
S-SA-AL1|2017-05-17 18:11:33|-385|33
S-SA-AL1|2017-05-17 18:11:45|-305|31
S-SA-AL1|2017-05-17 18:11:56|-426|30
S-SA-AL1|2017-05-17 18:12:08|-265|31
S-SA-AL1|2017-05-17 18:12:20|-379|30
S-SA-AL1|2017-05-17 18:12:32|-312|34
S-SA-AL1|2017-05-17 18:12:44|-337|33
S-SA-AL1|2017-05-17 18:12:56|-264|33
S-SA-AL1|2017-05-17 18:13:08|-381|34
S-SA-AL1|2017-05-17 18:13:19|-406|33
S-SA-AL1|2017-05-17 18:13:31|-342|34
S-SA-AL1|2017-05-17 18:13:43|-368|33
S-SA-AL1|2017-05-17 18:13:55|-299|32
S-SA-AL1|2017-05-17 18:14:07|-315|31
S-SA-AL1|2017-05-17 18:14:18|-441|32
S-SA-AL1|2017-05-17 18:14:30|-373|34
S-SA-AL1|2017-05-17 18:14:42|-395|31
S-SA-AL1|2017-05-17 18:14:54|-323|34
S-SA-AL1|2017-05-17 18:15:06|-353|31
S-SA-AL1|2017-05-17 18:15:18|-277|32
S-SA-AL1|2017-05-17 18:15:29|-306|33
S-SA-AL1|2017-05-17 18:15:41|-330|34
S-SA-AL1|2017-05-17 18:15:53|-359|30
S-SA-AL1|2017-05-17 18:16:05|-388|32
S-SA-AL1|2017-05-17 18:16:17|-320|30
S-SA-AL1|2017-05-17 18:16:29|-338|30
S-SA-AL1|2017-05-17 18:16:40|-366|31
S-SA-AL1|2017-05-17 18:16:52|-390|32
S-SA-AL1|2017-05-17 18:17:04|-589|34
S-SA-AL1|2017-05-17 18:17:16|157|31
S-SA-AL1|2017-05-17 18:17:28|269|32
S-SA-AL1|2017-05-17 18:17:40|277|34
S-SA-AL1|2017-05-17 18:17:51|68|33
S-SA-AL1|2017-05-17 18:18:03|-340|34
S-SA-AL1|2017-05-17 18:18:15|-275|33
S-SA-AL1|2017-05-17 18:18:27|-393|31
S-SA-AL1|2017-05-17 18:18:39|-422|34
S-SA-AL1|2017-05-17 18:18:51|-347|30
S-SA-AL1|2017-05-17 18:19:02|-370|34
S-SA-AL1|2017-05-17 18:19:14|-307|30
S-SA-AL1|2017-05-17 18:19:26|-335|31
S-SA-AL1|2017-05-17 18:19:38|-360|32
S-SA-AL1|2017-05-17 18:19:50|-290|30
S-SA-AL1|2017-05-17 18:20:02|-306|33
S-SA-AL1|2017-05-17 18:20:14|-422|34
S-SA-AL1|2017-05-17 18:20:25|-447|30
S-SA-AL1|2017-05-17 18:20:37|-382|34
S-SA-AL1|2017-05-17 18:20:49|-310|32
S-SA-AL1|2017-05-17 18:21:01|-432|34
S-SA-AL1|2017-05-17 18:21:13|-360|32
S-SA-AL1|2017-05-17 18:21:25|-291|32
S-SA-AL1|2017-05-17 18:21:36|-311|34
S-SA-AL1|2017-05-17 18:21:48|-432|34
S-SA-AL1|2017-05-17 18:22:00|-269|32
S-SA-AL1|2017-05-17 18:22:12|-287|30
S-SA-AL1|2017-05-17 18:22:24|-399|34
S-SA-AL1|2017-05-17 18:22:36|-423|33
S-SA-AL1|2017-05-17 18:22:48|-349|34
S-SA-AL1|2017-05-17 18:22:59|-281|31
S-SA-AL1|2017-05-17 18:23:11|-403|33
S-SA-AL1|2017-05-17 18:23:23|-334|33
S-SA-AL1|2017-05-17 18:23:35|-350|31
S-SA-AL1|2017-05-17 18:23:47|-286|30
S-SA-AL1|2017-05-17 18:23:59|-408|32
S-SA-AL1|2017-05-17 18:24:10|-432|34
S-SA-AL1|2017-05-17 18:24:22|-368|30
S-SA-AL1|2017-05-17 18:24:34|-393|31
S-SA-AL1|2017-05-17 18:24:46|-410|32
S-SA-AL1|2017-05-17 18:24:58|-433|31
S-SA-AL1|2017-05-17 18:25:10|-365|33
S-SA-AL1|2017-05-17 18:25:21|-394|33
S-SA-AL1|2017-05-17 18:25:33|-325|30
S-SA-AL1|2017-05-17 18:25:45|-349|34
S-SA-AL1|2017-05-17 18:25:57|-366|30
S-SA-AL1|2017-05-17 18:26:09|-394|33
S-SA-AL1|2017-05-17 18:26:21|-418|34
S-SA-AL1|2017-05-17 18:26:33|-439|34
S-SA-AL1|2017-05-17 18:26:45|-273|33
S-SA-AL1|2017-05-17 18:26:56|-296|32
S-SA-AL1|2017-05-17 18:27:08|-405|30
S-SA-AL1|2017-05-17 18:27:20|-422|30
S-SA-AL1|2017-05-17 18:27:32|-353|30
S-SA-AL1|2017-05-17 18:27:44|-284|30
S-SA-AL1|2017-05-17 18:27:56|-405|30
S-SA-AL1|2017-05-17 18:28:08|-427|32
S-SA-AL1|2017-05-17 18:28:20|-353|30
S-SA-AL1|2017-05-17 18:28:32|-376|34
S-SA-AL1|2017-05-17 18:28:43|-399|31
S-SA-AL1|2017-05-17 18:28:55|-427|31
S-SA-AL1|2017-05-17 18:29:07|-354|32
S-SA-AL1|2017-05-17 18:29:19|-377|31
S-SA-AL1|2017-05-17 18:29:31|-398|34
S-SA-AL1|2017-05-17 18:29:43|-420|30
S-SA-AL1|2017-05-17 18:29:55|-439|31
S-SA-AL1|2017-05-17 18:30:06|-370|30
S-SA-AL1|2017-05-17 18:30:18|-393|34
S-SA-AL1|2017-05-17 18:30:30|-421|33
S-SA-AL1|2017-05-17 18:30:42|-444|32
S-SA-AL1|2017-05-17 18:30:54|-278|31
S-SA-AL1|2017-05-17 18:31:06|-300|33
S-SA-AL1|2017-05-17 18:31:18|-324|32
S-SA-AL1|2017-05-17 18:31:30|-444|34
S-SA-AL1|2017-05-17 18:31:41|-278|31
S-SA-AL1|2017-05-17 18:31:53|-301|30
S-SA-AL1|2017-05-17 18:32:05|-421|32
S-SA-AL1|2017-05-17 18:32:17|-347|31
S-SA-AL1|2017-05-17 18:32:29|-273|34
S-SA-AL1|2017-05-17 18:32:41|-295|31
S-SA-AL1|2017-05-17 18:32:53|-318|30
S-SA-AL1|2017-05-17 18:33:04|-434|34
S-SA-AL1|2017-05-17 18:33:16|-364|31
S-SA-AL1|2017-05-17 18:33:28|-389|33
S-SA-AL1|2017-05-17 18:33:40|-324|31
S-SA-AL1|2017-05-17 18:33:52|-347|31
S-SA-AL1|2017-05-17 18:34:04|-370|32
S-SA-AL1|2017-05-17 18:34:16|-393|32
S-SA-AL1|2017-05-17 18:34:28|-404|34
S-SA-AL1|2017-05-17 18:34:40|-426|30
S-SA-AL1|2017-05-17 18:34:51|-264|34
S-SA-AL1|2017-05-17 18:35:03|-380|32
S-SA-AL1|2017-05-17 18:35:15|-304|33
S-SA-AL1|2017-05-17 18:35:27|-327|30
S-SA-AL1|2017-05-17 18:35:39|-442|34
S-SA-AL1|2017-05-17 18:35:51|-368|32
S-SA-AL1|2017-05-17 18:36:03|-392|31
S-SA-AL1|2017-05-17 18:36:15|-415|30
S-SA-AL1|2017-05-17 18:36:27|-344|30
S-SA-AL1|2017-05-17 18:36:38|-362|33
S-SA-AL1|2017-05-17 18:36:50|-383|33
S-SA-AL1|2017-05-17 18:37:02|-308|34
S-SA-AL1|2017-05-17 18:37:14|-336|32
S-SA-AL1|2017-05-17 18:37:26|-262|31
S-SA-AL1|2017-05-17 18:37:38|-371|31
S-SA-AL1|2017-05-17 18:37:50|-394|30
S-SA-AL1|2017-05-17 18:38:02|-417|32
S-SA-AL1|2017-05-17 18:38:14|-347|34
S-SA-AL1|2017-05-17 18:38:26|-273|32
S-SA-AL1|2017-05-17 18:38:37|-299|33
S-SA-AL1|2017-05-17 18:38:49|-316|34
S-SA-AL1|2017-05-17 18:39:01|-339|31
S-SA-AL1|2017-05-17 18:39:13|-264|32
S-SA-AL1|2017-05-17 18:39:25|-286|34
S-SA-AL1|2017-05-17 18:39:37|-305|34
S-SA-AL1|2017-05-17 18:39:49|-425|31
S-SA-AL1|2017-05-17 18:40:01|-447|33
S-SA-AL1|2017-05-17 18:40:13|-373|32
S-SA-AL1|2017-05-17 18:40:25|-396|34
S-SA-AL1|2017-05-17 18:40:37|-325|34
S-SA-AL1|2017-05-17 18:40:48|-440|32
S-SA-AL1|2017-05-17 18:41:00|-365|33
S-SA-AL1|2017-05-17 18:41:12|-285|33
S-SA-AL1|2017-05-17 18:41:24|-311|34
S-SA-AL1|2017-05-17 18:41:36|-329|32
S-SA-AL1|2017-05-17 18:41:48|-350|34
S-SA-AL1|2017-05-17 18:42:00|-271|34
S-SA-AL1|2017-05-17 18:42:12|-298|30
S-SA-AL1|2017-05-17 18:42:24|-308|34
S-SA-AL1|2017-05-17 18:42:36|-423|30
S-SA-AL1|2017-05-17 18:42:48|-444|30
S-SA-AL1|2017-05-17 18:43:00|-369|31
S-SA-AL1|2017-05-17 18:43:12|-390|31
S-SA-AL1|2017-05-17 18:43:24|-315|32
S-SA-AL1|2017-05-17 18:43:36|-423|32
S-SA-AL1|2017-05-17 18:43:48|-343|34
S-SA-AL1|2017-05-17 18:44:00|-266|31
S-SA-AL1|2017-05-17 18:44:12|-287|31
S-SA-AL1|2017-05-17 18:44:24|-397|31
S-SA-AL1|2017-05-17 18:44:36|-322|32
S-SA-AL1|2017-05-17 18:44:48|-440|30
S-SA-AL1|2017-05-17 18:45:00|-360|32
S-SA-AL1|2017-05-17 18:45:12|-285|33
S-SA-AL1|2017-05-17 18:45:24|-306|33
S-SA-AL1|2017-05-17 18:45:36|-420|32
S-SA-AL1|2017-05-17 18:45:48|-442|31
S-SA-AL1|2017-05-17 18:46:00|-356|30
S-SA-AL1|2017-05-17 18:46:12|-375|30
S-SA-AL1|2017-05-17 18:46:24|-299|34
S-SA-AL1|2017-05-17 18:46:36|-409|31
S-SA-AL1|2017-05-17 18:46:48|-333|30
S-SA-AL1|2017-05-17 18:46:59|-354|32
S-SA-AL1|2017-05-17 18:47:11|-279|33
S-SA-AL1|2017-05-17 18:47:23|-389|30
S-SA-AL1|2017-05-17 18:47:35|-317|33
S-SA-AL1|2017-05-17 18:47:47|-427|33
S-SA-AL1|2017-05-17 18:47:59|-351|34
S-SA-AL1|2017-05-17 18:48:11|-367|33
S-SA-AL1|2017-05-17 18:48:23|-291|32
S-SA-AL1|2017-05-17 18:48:35|-405|30
S-SA-AL1|2017-05-17 18:48:47|-329|34
S-SA-AL1|2017-05-17 18:48:59|-350|34
S-SA-AL1|2017-05-17 18:49:11|-367|34
S-SA-AL1|2017-05-17 18:49:23|-284|33
S-SA-AL1|2017-05-17 18:49:35|-306|34
S-SA-AL1|2017-05-17 18:49:47|-324|30
S-SA-AL1|2017-05-17 18:49:59|-437|34
S-SA-AL1|2017-05-17 18:50:11|-362|30
S-SA-AL1|2017-05-17 18:50:23|-286|34
S-SA-AL1|2017-05-17 18:50:35|-296|34
S-SA-AL1|2017-05-17 18:50:47|-411|30
S-SA-AL1|2017-05-17 18:50:59|-334|34
S-SA-AL1|2017-05-17 18:51:11|-449|30
S-SA-AL1|2017-05-17 18:51:23|-281|34
S-SA-AL1|2017-05-17 18:51:35|-395|31
S-SA-AL1|2017-05-17 18:51:47|-405|30
S-SA-AL1|2017-05-17 18:51:59|-426|33
S-SA-AL1|2017-05-17 18:52:11|-346|30
